institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
Angelo State,Professional Services,2007,10,78,86,.90697676,TX
Angelo State,Professional Services,2010,1,71,94,.75531918,TX
Angelo State,Professional Services,2010,5,106,117,.90598291,TX
Angelo State,Professional Services,2010,10,112,122,.91803277,TX
Angelo State,Professional Services,2013,1,101,106,.9528302,TX
Angelo State,Professional Services,2013,5,124,136,.91176468,TX
Angelo State,Professional Services,2013,10,,,,TX
Angelo State,Professional Services,2016,1,102,128,.796875,TX
Angelo State,Professional Services,2016,5,165,196,.84183675,TX
Angelo State,Professional Services,2016,10,,,,TX
Angelo State,Professional Services,2019,1,194,213,.91079813,TX
Angelo State,Professional Services,2019,5,,,,TX
Angelo State,Professional Services,2019,10,,,,TX
Angelo State,Management,2004,1,7,9,.77777779,TX
Angelo State,Management,2004,5,14,14,1,TX
